# time[~Gyr] ax ay az[(km/s)^2/kpc]
-0.414062 -15.1182 -34.919 48.7588
-0.40625 -15.4205 -35.2095 50.3965
-0.398438 -15.725 -35.4832 52.0965
-0.390625 -16.032 -35.7363 53.8631
-0.382812 -16.3417 -35.9638 55.7011
-0.375 -16.6543 -36.1608 57.615
-0.367188 -16.9698 -36.3212 59.6099
-0.359375 -17.2883 -36.4376 61.6909
-0.351562 -17.6096 -36.503 63.8629
-0.34375 -17.9334 -36.5091 66.1307
-0.335938 -18.2596 -36.4466 68.4993
-0.328125 -18.5874 -36.3051 70.9734
-0.320312 -18.9161 -36.0728 73.5574
-0.3125 -19.2446 -35.7369 76.2554
-0.304688 -19.5717 -35.2829 79.0707
-0.296875 -19.8957 -34.6953 82.0063
-0.289062 -20.2144 -33.9568 85.0637
-0.28125 -20.5256 -33.0483 88.2437
-0.273438 -20.826 -31.9493 91.5452
-0.265625 -21.1122 -30.6365 94.9659
-0.257812 -21.3844 -29.0726 98.5544
-0.25 -21.6462 -27.2972 102.247
-0.242188 -21.9044 -25.3273 105.997
-0.234375 -22.1607 -23.1005 109.861
-0.226562 -22.4083 -20.5884 113.823
-0.21875 -22.6392 -17.7601 117.862
-0.210938 -22.8442 -14.5842 121.953
-0.203125 -23.0132 -11.0315 126.062
-0.195312 -23.1354 -7.07325 130.152
-0.1875 -23.1986 -2.68308 134.178
-0.179688 -23.1902 2.16137 138.087
-0.171875 -23.0967 7.47676 141.819
-0.164062 -22.9045 13.2727 145.307
-0.15625 -22.5999 19.55 148.479
-0.148438 -22.1698 26.2985 151.257
-0.140625 -21.6022 33.4949 153.559
-0.132812 -20.8868 41.1021 155.301
-0.125 -20.0156 49.0673 156.403
-0.117188 -18.9836 57.3215 156.786
-0.109375 -17.7898 65.7805 156.383
-0.101562 -16.437 74.3452 155.137
-0.09375 -14.9329 82.9044 153.007
-0.0859375 -13.2897 91.338 149.97
-0.078125 -11.5243 99.521 146.026
-0.0703125 -9.65771 107.328 141.195
-0.0625 -7.71443 114.64 135.523
-0.0546875 -5.72155 121.345 129.072
-0.046875 -3.70766 127.349 121.928
-0.0390625 -1.70167 132.571 114.188
-0.03125 0.268278 136.956 105.961
-0.0234375 2.17588 140.465 97.3618
-0.015625 3.9969 143.085 88.5103
-0.0078125 5.73884 145.393 79.6009
0 7.37568 146.838 70.6065
