# time[~Gyr] x y z[kpc] vx vy vz[km/s]
-2.05469 42.7023 299.401 -4.40506 -5.92631 -89.4064 -49.7035
-2.04688 42.6559 298.701 -4.79334 -5.96561 -89.7338 -49.6964
-2.03906 42.6091 297.999 -5.18157 -6.00514 -90.0627 -49.6887
-2.03125 42.562 297.294 -5.56973 -6.04489 -90.393 -49.6806
-2.02344 42.5147 296.586 -5.95783 -6.08488 -90.7248 -49.672
-2.01562 42.467 295.876 -6.34585 -6.12509 -91.0581 -49.6629
-2.00781 42.419 295.163 -6.73381 -6.16554 -91.3929 -49.6533
-2 42.3706 294.448 -7.12168 -6.20623 -91.7292 -49.6432
-1.99219 42.322 293.73 -7.50948 -6.24716 -92.067 -49.6326
-1.98438 42.273 293.01 -7.89719 -6.28834 -92.4063 -49.6215
-1.97656 42.2237 292.286 -8.28481 -6.32976 -92.7472 -49.6099
-1.96875 42.1741 291.56 -8.67234 -6.37143 -93.0897 -49.5977
-1.96094 42.1242 290.832 -9.05978 -6.41335 -93.4337 -49.5849
-1.95312 42.0739 290.1 -9.44711 -6.45552 -93.7793 -49.5717
-1.94531 42.0233 289.366 -9.83433 -6.49796 -94.1266 -49.5578
-1.9375 41.9724 288.63 -10.2214 -6.54066 -94.4754 -49.5434
-1.92969 41.9211 287.89 -10.6084 -6.58362 -94.8259 -49.5285
-1.92188 41.8695 287.148 -10.9953 -6.62685 -95.178 -49.5129
-1.91406 41.8176 286.403 -11.3821 -6.67035 -95.5318 -49.4968
-1.90625 41.7653 285.655 -11.7687 -6.71413 -95.8872 -49.4801
-1.89844 41.7127 284.905 -12.1552 -6.75818 -96.2444 -49.4627
-1.89062 41.6597 284.152 -12.5416 -6.80252 -96.6032 -49.4448
-1.88281 41.6064 283.395 -12.9278 -6.84714 -96.9638 -49.4262
-1.875 41.5527 282.636 -13.3138 -6.89205 -97.3261 -49.4071
-1.86719 41.4987 281.875 -13.6998 -6.93725 -97.6902 -49.3872
-1.85938 41.4443 281.11 -14.0855 -6.98274 -98.0561 -49.3668
-1.85156 41.3896 280.343 -14.4711 -7.02854 -98.4237 -49.3456
-1.84375 41.3345 279.572 -14.8565 -7.07464 -98.7932 -49.3239
-1.83594 41.279 278.799 -15.2418 -7.12104 -99.1644 -49.3014
-1.82812 41.2232 278.023 -15.6269 -7.16776 -99.5375 -49.2782
-1.82031 41.167 277.244 -16.0118 -7.21479 -99.9125 -49.2544
-1.8125 41.1105 276.462 -16.3965 -7.26214 -100.289 -49.2298
-1.80469 41.0536 275.677 -16.781 -7.30981 -100.668 -49.2046
-1.79688 40.9963 274.889 -17.1653 -7.35781 -101.049 -49.1786
-1.78906 40.9386 274.098 -17.5494 -7.40614 -101.431 -49.1519
-1.78125 40.8805 273.304 -17.9333 -7.45481 -101.816 -49.1244
-1.77344 40.8221 272.507 -18.317 -7.50381 -102.202 -49.0962
-1.76562 40.7633 271.707 -18.7004 -7.55316 -102.591 -49.0672
-1.75781 40.7041 270.904 -19.0836 -7.60286 -102.981 -49.0374
-1.75 40.6445 270.098 -19.4666 -7.6529 -103.374 -49.0069
-1.74219 40.5845 269.289 -19.8494 -7.70331 -103.768 -48.9755
-1.73438 40.5241 268.476 -20.2319 -7.75408 -104.165 -48.9433
-1.72656 40.4633 267.661 -20.6141 -7.80521 -104.564 -48.9103
-1.71875 40.4022 266.843 -20.9961 -7.85672 -104.964 -48.8764
-1.71094 40.3406 266.021 -21.3778 -7.9086 -105.367 -48.8417
-1.70312 40.2786 265.196 -21.7592 -7.96086 -105.772 -48.8062
-1.69531 40.2162 264.368 -22.1404 -8.01351 -106.18 -48.7697
-1.6875 40.1534 263.537 -22.5212 -8.06655 -106.589 -48.7324
-1.67969 40.0902 262.703 -22.9018 -8.11999 -107.001 -48.6941
-1.67188 40.0265 261.865 -23.2821 -8.17382 -107.414 -48.655
-1.66406 39.9624 261.024 -23.662 -8.22807 -107.831 -48.6149
-1.65625 39.8979 260.18 -24.0417 -8.28272 -108.249 -48.5738
-1.64844 39.833 259.333 -24.421 -8.3378 -108.67 -48.5318
-1.64062 39.7677 258.482 -24.8 -8.3933 -109.093 -48.4888
-1.63281 39.7019 257.628 -25.1786 -8.44922 -109.518 -48.4448
-1.625 39.6356 256.771 -25.5569 -8.50559 -109.946 -48.3998
-1.61719 39.569 255.911 -25.9349 -8.56239 -110.376 -48.3537
-1.60938 39.5018 255.047 -26.3125 -8.61964 -110.808 -48.3067
-1.60156 39.4343 254.179 -26.6897 -8.67734 -111.243 -48.2585
-1.59375 39.3663 253.308 -27.0665 -8.7355 -111.681 -48.2093
-1.58594 39.2978 252.434 -27.4429 -8.79413 -112.121 -48.159
-1.57812 39.2289 251.556 -27.819 -8.85323 -112.563 -48.1076
-1.57031 39.1595 250.675 -28.1946 -8.9128 -113.008 -48.055
-1.5625 39.0896 249.791 -28.5698 -8.97286 -113.456 -48.0013
-1.55469 39.0193 248.903 -28.9446 -9.03342 -113.906 -47.9464
-1.54688 38.9484 248.011 -29.319 -9.09447 -114.359 -47.8903
-1.53906 38.8771 247.116 -29.6929 -9.15602 -114.815 -47.833
-1.53125 38.8054 246.217 -30.0664 -9.21809 -115.273 -47.7745
-1.52344 38.7331 245.315 -30.4394 -9.28068 -115.734 -47.7148
-1.51562 38.6604 244.409 -30.8119 -9.34379 -116.198 -47.6537
-1.50781 38.5871 243.499 -31.184 -9.40744 -116.664 -47.5914
-1.5 38.5134 242.586 -31.5555 -9.47163 -117.133 -47.5277
-1.49219 38.4391 241.669 -31.9266 -9.53638 -117.606 -47.4628
-1.48438 38.3644 240.748 -32.2971 -9.60167 -118.081 -47.3964
-1.47656 38.2891 239.824 -32.6671 -9.66754 -118.558 -47.3287
-1.46875 38.2133 238.896 -33.0366 -9.73397 -119.039 -47.2595
-1.46094 38.137 237.964 -33.4056 -9.80099 -119.523 -47.189
-1.45312 38.0602 237.028 -33.774 -9.8686 -120.01 -47.1169
-1.44531 37.9828 236.089 -34.1418 -9.93681 -120.5 -47.0434
-1.4375 37.9049 235.145 -34.509 -10.0056 -120.993 -46.9684
-1.42969 37.8265 234.198 -34.8756 -10.0751 -121.489 -46.8918
-1.42188 37.7475 233.247 -35.2417 -10.1451 -121.988 -46.8137
-1.41406 37.6679 232.292 -35.6071 -10.2158 -122.49 -46.734
-1.40625 37.5878 231.333 -35.9719 -10.2871 -122.996 -46.6526
-1.39844 37.5072 230.37 -36.336 -10.3591 -123.505 -46.5696
-1.39062 37.426 229.403 -36.6995 -10.4318 -124.017 -46.4849
-1.38281 37.3442 228.432 -37.0624 -10.5051 -124.532 -46.3985
-1.375 37.2618 227.457 -37.4245 -10.5791 -125.051 -46.3104
-1.36719 37.1789 226.478 -37.786 -10.6538 -125.573 -46.2205
-1.35938 37.0954 225.495 -38.1467 -10.7292 -126.099 -46.1287
-1.35156 37.0112 224.508 -38.5067 -10.8053 -126.628 -46.0352
-1.34375 36.9265 223.517 -38.866 -10.8822 -127.161 -45.9397
-1.33594 36.8412 222.521 -39.2245 -10.9598 -127.697 -45.8423
-1.32812 36.7553 221.521 -39.5823 -11.0381 -128.237 -45.743
-1.32031 36.6687 220.517 -39.9392 -11.1172 -128.78 -45.6417
-1.3125 36.5816 219.509 -40.2954 -11.197 -129.327 -45.5384
-1.30469 36.4938 218.497 -40.6508 -11.2777 -129.878 -45.433
-1.29688 36.4054 217.48 -41.0053 -11.3591 -130.433 -45.3255
-1.28906 36.3163 216.459 -41.359 -11.4414 -130.991 -45.2158
-1.28125 36.2266 215.433 -41.7118 -11.5244 -131.554 -45.1039
-1.27344 36.1362 214.403 -42.0637 -11.6083 -132.12 -44.9899
-1.26562 36.0452 213.369 -42.4147 -11.6931 -132.69 -44.8735
-1.25781 35.9535 212.33 -42.7649 -11.7787 -133.265 -44.7548
-1.25 35.8612 211.286 -43.114 -11.8652 -133.843 -44.6338
-1.24219 35.7681 210.239 -43.4622 -11.9525 -134.426 -44.5103
-1.23438 35.6744 209.186 -43.8095 -12.0408 -135.012 -44.3844
-1.22656 35.58 208.129 -44.1557 -12.13 -135.603 -44.2559
-1.21875 35.4849 207.067 -44.501 -12.2201 -136.199 -44.1249
-1.21094 35.389 206.001 -44.8452 -12.3112 -136.798 -43.9913
-1.20312 35.2925 204.93 -45.1883 -12.4032 -137.402 -43.855
-1.19531 35.1952 203.854 -45.5304 -12.4962 -138.011 -43.7159
-1.1875 35.0972 202.773 -45.8714 -12.5902 -138.624 -43.5741
-1.17969 34.9985 201.688 -46.2112 -12.6852 -139.241 -43.4294
-1.17188 34.899 200.598 -46.55 -12.7812 -139.863 -43.2819
-1.16406 34.7988 199.503 -46.8875 -12.8783 -140.49 -43.1313
-1.15625 34.6978 198.402 -47.2239 -12.9764 -141.122 -42.9777
-1.14844 34.596 197.297 -47.559 -13.0756 -141.758 -42.821
-1.14062 34.4935 196.187 -47.8929 -13.176 -142.399 -42.6612
-1.13281 34.3902 195.072 -48.2256 -13.2774 -143.045 -42.4981
-1.125 34.286 193.952 -48.557 -13.38 -143.697 -42.3317
-1.11719 34.1811 192.827 -48.887 -13.4837 -144.353 -42.162
-1.10938 34.0753 191.697 -49.2157 -13.5886 -145.014 -41.9887
-1.10156 33.9688 190.561 -49.5431 -13.6947 -145.681 -41.812
-1.09375 33.8614 189.421 -49.869 -13.802 -146.353 -41.6316
-1.08594 33.7531 188.275 -50.1936 -13.9105 -147.03 -41.4476
-1.07812 33.644 187.123 -50.5166 -14.0203 -147.713 -41.2597
-1.07031 33.534 185.967 -50.8382 -14.1314 -148.401 -41.068
-1.0625 33.4232 184.804 -51.1583 -14.2438 -149.095 -40.8724
-1.05469 33.3115 183.637 -51.4768 -14.3575 -149.794 -40.6727
-1.04688 33.1988 182.464 -51.7938 -14.4726 -150.499 -40.4689
-1.03906 33.0853 181.285 -52.1091 -14.589 -151.21 -40.2608
-1.03125 32.9709 180.101 -52.4229 -14.7068 -151.927 -40.0484
-1.02344 32.8555 178.911 -52.7349 -14.8261 -152.65 -39.8316
-1.01562 32.7392 177.716 -53.0452 -14.9468 -153.379 -39.6102
-1.00781 32.622 176.515 -53.3538 -15.069 -154.114 -39.3841
-1 32.5038 175.308 -53.6606 -15.1956 -154.854 -39.1537
-0.992188 32.3845 174.095 -53.9655 -15.3267 -155.599 -38.9192
-0.984375 32.2643 172.877 -54.2687 -15.4594 -156.35 -38.6798
-0.976562 32.143 171.652 -54.5699 -15.5941 -157.108 -38.4351
-0.96875 32.0206 170.422 -54.8692 -15.7305 -157.872 -38.1851
-0.960938 31.8972 169.185 -55.1665 -15.8686 -158.643 -37.9297
-0.953125 31.7727 167.943 -55.4618 -16.0086 -159.421 -37.6688
-0.945312 31.647 166.694 -55.7551 -16.1503 -160.205 -37.4021
-0.9375 31.5203 165.44 -56.0462 -16.2938 -160.996 -37.1296
-0.929688 31.3924 164.179 -56.3352 -16.4391 -161.794 -36.8509
-0.921875 31.2634 162.912 -56.622 -16.5862 -162.599 -36.566
-0.914062 31.1333 161.638 -56.9065 -16.7351 -163.411 -36.2746
-0.90625 31.0019 160.358 -57.1887 -16.8858 -164.231 -35.9766
-0.898438 30.8694 159.072 -57.4686 -17.0384 -165.057 -35.6717
-0.890625 30.7357 157.779 -57.7461 -17.1928 -165.891 -35.3599
-0.882812 30.6008 156.48 -58.0211 -17.3491 -166.733 -35.0408
-0.875 30.4646 155.174 -58.2936 -17.5072 -167.582 -34.7143
-0.867188 30.3272 153.862 -58.5635 -17.6672 -168.438 -34.3801
-0.859375 30.1886 152.542 -58.8307 -17.8291 -169.303 -34.0381
-0.851562 30.0486 151.216 -59.0953 -17.993 -170.175 -33.688
-0.84375 29.9074 149.883 -59.3571 -18.1588 -171.055 -33.3295
-0.835938 29.7649 148.543 -59.616 -18.3265 -171.944 -32.9624
-0.828125 29.6211 147.197 -59.8721 -18.4963 -172.84 -32.5865
-0.820312 29.4759 145.843 -60.1251 -18.6681 -173.745 -32.2015
-0.8125 29.3294 144.482 -60.3752 -18.8419 -174.659 -31.8071
-0.804688 29.1815 143.114 -60.6221 -19.0177 -175.581 -31.403
-0.796875 29.0322 141.738 -60.8658 -19.1957 -176.512 -30.989
-0.789062 28.8815 140.356 -61.1063 -19.3759 -177.451 -30.5647
-0.78125 28.7294 138.966 -61.3433 -19.5581 -178.4 -30.1299
-0.773438 28.5759 137.568 -61.577 -19.7426 -179.357 -29.6842
-0.765625 28.421 136.163 -61.8071 -19.9294 -180.324 -29.2273
-0.757812 28.2645 134.751 -62.0336 -20.1184 -181.3 -28.7588
-0.75 28.1066 133.33 -62.2564 -20.3098 -182.285 -28.2785
-0.742188 27.9472 131.902 -62.4754 -20.5035 -183.28 -27.7859
-0.734375 27.7862 130.466 -62.6905 -20.6997 -184.284 -27.2806
-0.726562 27.6237 129.023 -62.9016 -20.8983 -185.299 -26.7622
-0.71875 27.4597 127.571 -63.1086 -21.0994 -186.323 -26.2304
-0.710938 27.294 126.111 -63.3114 -21.3032 -187.358 -25.6847
-0.703125 27.1268 124.644 -63.5099 -21.5095 -188.402 -25.1247
-0.695312 26.9579 123.168 -63.7039 -21.7186 -189.457 -24.5499
-0.6875 26.7874 121.683 -63.8934 -21.9304 -190.523 -23.9598
-0.679688 26.6153 120.191 -64.0783 -22.1451 -191.599 -23.3539
-0.671875 26.4414 118.69 -64.2583 -22.3626 -192.685 -22.7318
-0.664062 26.2658 117.18 -64.4334 -22.5831 -193.783 -22.0928
-0.65625 26.0885 115.662 -64.6034 -22.8067 -194.892 -21.4364
-0.648438 25.9095 114.135 -64.7682 -23.0334 -196.011 -20.7621
-0.640625 25.7286 112.599 -64.9277 -23.2633 -197.142 -20.0691
-0.632812 25.546 111.054 -65.0818 -23.4965 -198.285 -19.357
-0.625 25.3615 109.501 -65.2301 -23.7331 -199.439 -18.6251
-0.617188 25.1751 107.938 -65.3727 -23.9731 -200.604 -17.8725
-0.609375 24.9869 106.366 -65.5093 -24.2167 -201.781 -17.0987
-0.601562 24.7967 104.785 -65.6398 -24.464 -202.97 -16.303
-0.59375 24.6046 103.195 -65.7639 -24.7151 -204.171 -15.4844
-0.585938 24.4105 101.595 -65.8816 -24.97 -205.384 -14.6422
-0.578125 24.2144 99.9856 -65.9926 -25.229 -206.609 -13.7757
-0.570312 24.0163 98.3666 -66.0968 -25.492 -207.845 -12.8837
-0.5625 23.8161 96.7379 -66.1938 -25.7593 -209.095 -11.9656
-0.554688 23.6138 95.0995 -66.2836 -26.031 -210.356 -11.0202
-0.546875 23.4094 93.4511 -66.3659 -26.3071 -211.63 -10.0467
-0.539062 23.2027 91.7927 -66.4405 -26.5878 -212.916 -9.04387
-0.53125 22.9939 90.1242 -66.5071 -26.8733 -214.214 -8.01069
-0.523438 22.7828 88.4456 -66.5655 -27.1637 -215.524 -6.94602
-0.515625 22.5695 86.7566 -66.6155 -27.4591 -216.847 -5.84866
-0.507812 22.3538 85.0573 -66.6568 -27.7597 -218.182 -4.71732
-0.5 22.1357 83.3475 -66.6891 -28.0665 -219.529 -3.55087
-0.492188 21.9152 81.6271 -66.7121 -28.38 -220.888 -2.34805
-0.484375 21.6922 79.8961 -66.7256 -28.7001 -222.258 -1.10743
-0.476562 21.4667 78.1543 -66.7293 -29.0271 -223.64 0.172227
-0.46875 21.2386 76.4016 -66.7228 -29.3617 -225.033 1.49235
-0.460938 21.0079 74.6381 -66.7058 -29.7044 -226.436 2.85443
-0.453125 20.7745 72.8635 -66.678 -30.0558 -227.849 4.25998
-0.445312 20.5383 71.0779 -66.6391 -30.4163 -229.272 5.71064
-0.4375 20.2992 69.2811 -66.5886 -30.7866 -230.704 7.2081
-0.429688 20.0572 67.4731 -66.5262 -31.1672 -232.144 8.7541
-0.421875 19.8122 65.6539 -66.4516 -31.5587 -233.591 10.3506
-0.414062 19.564 63.8232 -66.3643 -31.9616 -235.045 11.9995
-0.40625 19.3127 61.9812 -66.2639 -32.3765 -236.505 13.7029
-0.398438 19.0581 60.1278 -66.15 -32.8039 -237.97 15.463
-0.390625 18.8001 58.263 -66.0221 -33.2444 -239.438 17.282
-0.382812 18.5386 56.3866 -65.8797 -33.6986 -240.908 19.1623
-0.375 18.2735 54.4988 -65.7224 -34.1669 -242.378 21.1063
-0.367188 18.0047 52.5995 -65.5497 -34.6499 -243.848 23.1166
-0.359375 17.732 50.6887 -65.3609 -35.1482 -245.315 25.1959
-0.351562 17.4554 48.7664 -65.1557 -35.6622 -246.777 27.3469
-0.34375 17.1748 46.8328 -64.9334 -36.1924 -248.232 29.5725
-0.335938 16.8899 44.8878 -64.6933 -36.7393 -249.678 31.8757
-0.328125 16.6006 42.9316 -64.435 -37.3033 -251.111 34.2595
-0.320312 16.3069 40.9643 -64.1577 -37.8847 -252.529 36.727
-0.3125 16.0086 38.9859 -63.8608 -38.4841 -253.929 39.2815
-0.304688 15.7055 36.9967 -63.5436 -39.1016 -255.307 41.9262
-0.296875 15.3976 34.9969 -63.2053 -39.7376 -256.658 44.6644
-0.289062 15.0846 32.9866 -62.8453 -40.3923 -257.979 47.4994
-0.28125 14.7664 30.9661 -62.4628 -41.0657 -259.265 50.4345
-0.273438 14.4429 28.9357 -62.0569 -41.758 -260.51 53.4729
-0.265625 14.1138 26.8958 -61.6268 -42.4692 -261.709 56.6179
-0.257812 13.7792 24.8467 -61.1718 -43.199 -262.855 59.8725
-0.25 13.4388 22.7889 -60.6909 -43.9491 -263.942 63.2423
-0.242188 13.0924 20.7229 -60.1832 -44.7191 -264.961 66.7297
-0.234375 12.74 18.6492 -59.6478 -45.5068 -265.908 70.3343
-0.226562 12.3813 16.5684 -59.0837 -46.3108 -266.773 74.0582
-0.21875 12.0163 14.4812 -58.4901 -47.1298 -267.548 77.9034
-0.210938 11.6449 12.3883 -57.866 -47.9621 -268.225 81.8709
-0.203125 11.2669 10.2906 -57.2104 -48.8058 -268.793 85.9615
-0.195312 10.8822 8.18891 -56.5224 -49.6591 -269.242 90.175
-0.1875 10.4909 6.08421 -55.8009 -50.5195 -269.559 94.5102
-0.179688 10.0928 3.97759 -55.0452 -51.3846 -269.735 98.9651
-0.171875 9.68801 1.8702 -54.2542 -52.2516 -269.757 103.536
-0.164062 9.27641 -0.236699 -53.427 -53.1175 -269.611 108.219
-0.15625 8.85806 -2.34176 -52.5628 -53.979 -269.286 113.007
-0.148438 8.43302 -4.44354 -51.6609 -54.8324 -268.768 117.893
-0.140625 8.00135 -6.54046 -50.7204 -55.674 -268.045 122.866
-0.132812 7.56318 -8.63088 -49.7408 -56.4994 -267.104 127.916
-0.125 7.11863 -10.7131 -48.7215 -57.3046 -265.934 133.027
-0.117188 6.66789 -12.7852 -47.6621 -58.0847 -264.524 138.186
-0.109375 6.21117 -14.8453 -46.5622 -58.8353 -262.864 143.374
-0.101562 5.74872 -16.8914 -45.4218 -59.5515 -260.947 148.572
-0.09375 5.28083 -18.9215 -44.2408 -60.2286 -258.767 153.758
-0.0859375 4.80782 -20.9336 -43.0195 -60.8619 -256.32 158.91
-0.078125 4.33005 -22.9255 -41.7581 -61.4468 -253.606 164.004
-0.0703125 3.84792 -24.8952 -40.4572 -61.9792 -250.627 169.014
-0.0625 3.36185 -26.8405 -39.1176 -62.4551 -247.387 173.917
-0.0546875 2.87229 -28.7596 -37.7403 -62.8711 -243.895 178.685
-0.046875 2.37973 -30.6504 -36.3263 -63.2243 -240.161 183.297
-0.0390625 1.88467 -32.5112 -34.877 -63.5125 -236.201 187.727
-0.03125 1.38761 -34.3403 -33.3939 -63.734 -232.032 191.956
-0.0234375 0.889087 -36.136 -31.8785 -63.8881 -227.673 195.963
-0.015625 0.389624 -37.897 -30.3329 -63.9745 -223.146 199.733
-0.0078125 -0.110252 -39.6221 -28.7587 -63.9939 -218.475 203.252
0 -0.610041 -41.3102 -27.158 -63.952 -213.681 206.513
